Manin00g000010.1	IPR036610	PEBP-like superfamily
Manin16g003580.2	IPR011009	Protein kinase-like domain superfamily
Manin16g003590.1	IPR024956	tRNAHis guanylyltransferase catalytic domain
Manin16g003600.1	IPR001356	Homeobox domain
Manin16g003600.1	IPR005539	ELK domain
Manin16g003600.1	IPR008422	Homeobox KN domain
Manin16g003600.1	IPR009057	Homeobox-like domain superfamily
Manin16g003610.1	IPR001356	Homeobox domain
Manin16g003610.1	IPR005540	KNOX1
Manin16g003610.1	IPR005541	KNOX2
Manin16g003610.1	IPR008422	Homeobox KN domain
Manin16g003610.1	IPR009057	Homeobox-like domain superfamily
Manin16g003620.1	IPR000719	Protein kinase domain
Manin16g003620.1	IPR001611	Leucine-rich repeat
Manin16g003620.1	IPR011009	Protein kinase-like domain superfamily
Manin16g003620.1	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Manin16g003620.1	IPR025846	Trichome birefringence-like, N-terminal domain
Manin16g003620.1	IPR026057	PC-Esterase
Manin16g003630.1	IPR001810	F-box domain
Manin16g003630.1	IPR015915	Kelch-type beta propeller
Manin16g003630.1	IPR036047	F-box-like domain superfamily
Manin16g003640.1	IPR013650	ATP-grasp fold, succinyl-CoA synthetase-type
Manin16g003640.1	IPR016102	Succinyl-CoA synthetase-like
Manin16g003640.1	IPR032263	ATP-citrate synthase, citrate-binding domain
Manin16g003640.2	IPR013650	ATP-grasp fold, succinyl-CoA synthetase-type
Manin16g003640.2	IPR016102	Succinyl-CoA synthetase-like
Manin16g003640.2	IPR032263	ATP-citrate synthase, citrate-binding domain
Manin16g003650.1	IPR001005	SANT/Myb domain
Manin16g003650.1	IPR009057	Homeobox-like domain superfamily
Manin16g003650.1	IPR017930	Myb domain
Manin16g003650.2	IPR001005	SANT/Myb domain
Manin16g003650.2	IPR009057	Homeobox-like domain superfamily
Manin16g003650.2	IPR017930	Myb domain
Manin16g003660.1	IPR019009	Signal recognition particle receptor, beta subunit
Manin16g003660.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin16g003670.1	IPR000626	Ubiquitin-like domain
Manin16g003670.1	IPR002906	Ribosomal protein S27a
Manin16g003670.1	IPR011332	Zinc-binding ribosomal protein
Manin16g003670.1	IPR029071	Ubiquitin-like domain superfamily
Manin16g003680.1	IPR006476	Conserved hypothetical protein CHP01589, plant
Manin16g003690.1	IPR000268	DNA-directed RNA polymerase subunit RPABC5/Rpb10
Manin16g003690.1	IPR023580	RNA polymerase subunit RPB10
Manin16g003700.1	IPR001841	Zinc finger, RING-type
Manin16g003700.2	IPR001841	Zinc finger, RING-type
Manin16g003720.1	IPR001525	C-5 cytosine methyltransferase
Manin16g003720.1	IPR015940	Ubiquitin-associated domain
Manin16g003720.1	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase
Manin16g003720.1	IPR030380	SAM-dependent methyltransferase DRM
Manin16g003730.1	IPR001525	C-5 cytosine methyltransferase
Manin16g003730.1	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase
Manin16g003730.1	IPR030380	SAM-dependent methyltransferase DRM
Manin16g003740.1	IPR000743	Glycoside hydrolase, family 28
Manin16g003740.1	IPR011050	Pectin lyase fold/virulence factor
Manin16g003750.1	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain
Manin16g003750.1	IPR001263	Phosphoinositide 3-kinase, accessory (PIK) domain
Manin16g003750.1	IPR002420	C2 phosphatidylinositol 3-kinase-type domain
Manin16g003750.1	IPR011009	Protein kinase-like domain superfamily
Manin16g003750.1	IPR011162	MHC classes I/II-like antigen recognition protein
Manin16g003750.1	IPR016024	Armadillo-type fold
Manin16g003750.1	IPR035892	C2 domain superfamily
Manin16g003760.1	IPR005225	Small GTP-binding protein domain
Manin16g003760.1	IPR006689	Small GTPase superfamily, ARF/SAR type
Manin16g003760.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin16g003770.1	IPR002495	Glycosyl transferase, family 8
Manin16g003770.1	IPR029044	Nucleotide-diphospho-sugar transferases
Manin16g003770.2	IPR002495	Glycosyl transferase, family 8
Manin16g003770.2	IPR029044	Nucleotide-diphospho-sugar transferases
Manin16g003790.1	IPR004567	Type II pantothenate kinase
Manin16g003790.1	IPR043129	ATPase, nucleotide binding domain
Manin16g003800.1	IPR003863	Protein of unknown function DUF220
Manin16g003800.2	IPR003863	Protein of unknown function DUF220
Manin16g003810.1	IPR004146	DC1
Manin16g003810.1	IPR012336	Thioredoxin-like fold
Manin16g003810.1	IPR013766	Thioredoxin domain
Manin16g003810.1	IPR036249	Thioredoxin-like superfamily
Manin16g003820.1	IPR000490	Glycoside hydrolase family 17
Manin16g003820.1	IPR017853	Glycoside hydrolase superfamily
Manin16g003830.1	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
Manin16g003830.1	IPR025610	Transcription factor MYC/MYB N-terminal
Manin16g003830.1	IPR036638	Helix-loop-helix DNA-binding domain superfamily
Manin16g003840.1	IPR000719	Protein kinase domain
Manin16g003840.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin16g003840.1	IPR011009	Protein kinase-like domain superfamily
Manin16g003850.1	IPR012442	Protein of unknown function DUF1645, plant
Manin16g003860.1	IPR001765	Carbonic anhydrase
Manin16g003860.1	IPR036874	Carbonic anhydrase superfamily
Manin16g003870.1	IPR001005	SANT/Myb domain
Manin16g003870.1	IPR009057	Homeobox-like domain superfamily
Manin16g003870.1	IPR017930	Myb domain
Manin16g003880.1	IPR011032	GroES-like superfamily
Manin16g003890.1	IPR001857	Ribosomal protein L19
Manin16g003890.1	IPR008991	Translation protein SH3-like domain superfamily
Manin16g003900.1	IPR012340	Nucleic acid-binding, OB-fold
Manin16g003900.2	IPR012340	Nucleic acid-binding, OB-fold
Manin16g003910.1	IPR004873	BURP domain
Manin16g003930.1	IPR036638	Helix-loop-helix DNA-binding domain superfamily
Manin16g003940.1	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
Manin16g003940.1	IPR036638	Helix-loop-helix DNA-binding domain superfamily
Manin16g003950.1	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
Manin16g003950.1	IPR036638	Helix-loop-helix DNA-binding domain superfamily
Manin16g003960.1	IPR010341	Protein of unknown function DUF936, plant
Manin16g003970.1	IPR001680	WD40 repeat
Manin16g003970.1	IPR036322	WD40-repeat-containing domain superfamily
Manin16g003980.1	IPR003653	Ulp1 protease family, C-terminal catalytic domain
Manin16g003980.1	IPR038765	Papain-like cysteine peptidase superfamily
Manin16g003990.1	IPR000504	RNA recognition motif domain
Manin16g003990.1	IPR002483	PWI domain
Manin16g003990.1	IPR035979	RNA-binding domain superfamily
Manin16g003990.1	IPR036483	PWI domain superfamily
Manin16g004000.1	IPR000719	Protein kinase domain
Manin16g004000.1	IPR011009	Protein kinase-like domain superfamily
Manin16g004000.1	IPR043891	SPARK domain
Manin16g004010.1	IPR000225	Armadillo
Manin16g004010.1	IPR003613	U-box domain
Manin16g004010.1	IPR016024	Armadillo-type fold
Manin16g004020.1	IPR000757	Glycoside hydrolase family 16
Manin16g004020.1	IPR010713	Xyloglucan endo-transglycosylase, C-terminal
Manin16g004020.1	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
Manin16g004030.1	IPR002687	Nop domain
Manin16g004030.1	IPR015590	Aldehyde dehydrogenase domain
Manin16g004030.1	IPR016161	Aldehyde/histidinol dehydrogenase
Manin16g004030.1	IPR019175	Prp31 C-terminal
Manin16g004030.1	IPR036070	Nop domain superfamily
Manin16g004040.1	IPR001045	Spermidine/spermine synthases
Manin16g004040.1	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase
Manin16g004040.1	IPR030374	Polyamine biosynthesis  domain
Manin16g004040.1	IPR035246	Spermidine synthase, tetramerisation domain
Manin16g004050.1	IPR000504	RNA recognition motif domain
Manin16g004050.1	IPR001878	Zinc finger, CCHC-type
Manin16g004050.1	IPR035979	RNA-binding domain superfamily
Manin16g004050.1	IPR036875	Zinc finger, CCHC-type superfamily
Manin16g004060.1	IPR003855	Potassium transporter
Manin16g004070.1	IPR003855	Potassium transporter
Manin16g004080.1	IPR001830	Glycosyl transferase, family 20
Manin16g004080.1	IPR003337	Trehalose-phosphatase
Manin16g004080.1	IPR006379	HAD-superfamily hydrolase, subfamily IIB
Manin16g004080.1	IPR036412	HAD-like superfamily
Manin16g004080.2	IPR001830	Glycosyl transferase, family 20
Manin16g004080.2	IPR003337	Trehalose-phosphatase
Manin16g004080.2	IPR006379	HAD-superfamily hydrolase, subfamily IIB
Manin16g004080.2	IPR036412	HAD-like superfamily
Manin16g004110.1	IPR002553	Clathrin/coatomer adaptor, adaptin-like, N-terminal
Manin16g004110.1	IPR008152	Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain
Manin16g004110.1	IPR008153	Gamma-adaptin ear (GAE) domain
Manin16g004110.1	IPR013041	Clathrin adaptor, appendage, Ig-like subdomain superfamily
Manin16g004110.1	IPR016024	Armadillo-type fold
Manin16g004120.1	IPR001841	Zinc finger, RING-type
Manin16g004130.1	IPR002314	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)
Manin16g004130.1	IPR002320	Threonine-tRNA ligase, class IIa
Manin16g004130.1	IPR004095	TGS
Manin16g004130.1	IPR004154	Anticodon-binding
Manin16g004130.1	IPR006195	Aminoacyl-tRNA synthetase, class II
Manin16g004130.1	IPR012676	TGS-like
Manin16g004130.1	IPR012947	Threonyl/alanyl tRNA synthetase, SAD
Manin16g004130.1	IPR018163	Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily
Manin16g004130.1	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
Manin16g004130.2	IPR002314	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)
Manin16g004130.2	IPR002320	Threonine-tRNA ligase, class IIa
Manin16g004130.2	IPR004095	TGS
Manin16g004130.2	IPR004154	Anticodon-binding
Manin16g004130.2	IPR006195	Aminoacyl-tRNA synthetase, class II
Manin16g004130.2	IPR012676	TGS-like
Manin16g004130.2	IPR012947	Threonyl/alanyl tRNA synthetase, SAD
Manin16g004130.2	IPR018163	Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily
Manin16g004130.2	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
Manin16g004140.1	IPR025610	Transcription factor MYC/MYB N-terminal
Manin16g004150.1	IPR000620	EamA domain
Manin16g004160.1	IPR036291	NAD(P)-binding domain superfamily
Manin16g004170.1	IPR000916	Bet v I/Major latex protein
Manin16g004180.1	IPR000719	Protein kinase domain
Manin16g004180.1	IPR011009	Protein kinase-like domain superfamily
Manin16g004190.1	IPR025846	Trichome birefringence-like, N-terminal domain
Manin16g004190.1	IPR026057	PC-Esterase
Manin16g004200.1	IPR019181	Anticodon-binding domain
Manin16g004210.1	IPR006043	Nucleobase cation symporter 2 family
Manin16g004220.1	IPR025322	PADRE domain
Manin16g004240.1	IPR004367	Cyclin, C-terminal domain
Manin16g004240.1	IPR006671	Cyclin, N-terminal
Manin16g004240.1	IPR036915	Cyclin-like superfamily
Manin16g004250.1	IPR000504	RNA recognition motif domain
Manin16g004250.1	IPR035979	RNA-binding domain superfamily
Manin16g004270.1	IPR007263	DCC1-like thiol-disulfide oxidoreductase family
Manin16g004280.1	IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase
Manin16g004290.1	IPR003854	Gibberellin regulated protein
Manin16g004300.1	IPR001611	Leucine-rich repeat
Manin16g004310.1	IPR002933	Peptidase M20
Manin16g004310.1	IPR011650	Peptidase M20, dimerisation domain
Manin16g004310.1	IPR017439	Amidohydrolase
Manin16g004310.1	IPR036264	Bacterial exopeptidase dimerisation domain
Manin16g004320.1	IPR001623	DnaJ domain
Manin16g004320.1	IPR036869	Chaperone J-domain superfamily
Manin16g004320.2	IPR001623	DnaJ domain
Manin16g004320.2	IPR036869	Chaperone J-domain superfamily
Manin16g004330.1	IPR013087	Zinc finger C2H2-type
Manin16g004330.1	IPR036236	Zinc finger C2H2 superfamily
Manin16g004340.1	IPR001660	Sterile alpha motif domain
Manin16g004340.1	IPR013761	Sterile alpha motif/pointed domain superfamily
Manin16g004340.2	IPR001660	Sterile alpha motif domain
Manin16g004340.2	IPR013761	Sterile alpha motif/pointed domain superfamily
Manin16g004350.1	IPR001680	WD40 repeat
Manin16g004350.1	IPR036322	WD40-repeat-containing domain superfamily
Manin16g004360.1	IPR001818	Peptidase M10, metallopeptidase
Manin16g004360.1	IPR002477	Peptidoglycan binding-like
Manin16g004360.1	IPR036365	PGBD-like superfamily
Manin16g004370.1	IPR001789	Signal transduction response regulator, receiver domain
Manin16g004370.1	IPR011006	CheY-like superfamily
Manin16g004380.1	IPR015425	Formin, FH2 domain
Manin16g004390.1	IPR027329	TPX2, C-terminal
Manin16g004390.2	IPR027329	TPX2, C-terminal
Manin16g004400.1	IPR002495	Glycosyl transferase, family 8
Manin16g004400.1	IPR029044	Nucleotide-diphospho-sugar transferases
Manin16g004410.1	IPR001017	Dehydrogenase, E1 component
Manin16g004410.1	IPR017597	Pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit, subgroup y
Manin16g004410.1	IPR029061	Thiamin diphosphate-binding fold
Manin16g004420.1	IPR003822	Paired amphipathic helix
Manin16g004420.1	IPR013194	Histone deacetylase interacting domain
Manin16g004420.1	IPR031693	Sin3, C-terminal
Manin16g004420.1	IPR036600	Paired amphipathic helix superfamily
Manin16g004420.2	IPR003822	Paired amphipathic helix
Manin16g004420.2	IPR013194	Histone deacetylase interacting domain
Manin16g004420.2	IPR031693	Sin3, C-terminal
Manin16g004420.2	IPR036600	Paired amphipathic helix superfamily
Manin16g004420.3	IPR003822	Paired amphipathic helix
Manin16g004420.3	IPR013194	Histone deacetylase interacting domain
Manin16g004420.3	IPR031693	Sin3, C-terminal
Manin16g004420.3	IPR036600	Paired amphipathic helix superfamily
Manin16g004430.1	IPR016024	Armadillo-type fold
Manin16g004440.1	IPR008166	Glycosyltransferase family 92
Manin16g004450.1	IPR021325	Cofactor assembly of complex C subunit B, CCB2/CCB4
Manin16g004460.1	IPR001005	SANT/Myb domain
Manin16g004460.1	IPR001878	Zinc finger, CCHC-type
Manin16g004460.1	IPR006447	Myb domain, plants
Manin16g004460.1	IPR009057	Homeobox-like domain superfamily
Manin16g004460.1	IPR017884	SANT domain
Manin16g004460.1	IPR017930	Myb domain
Manin16g004470.1	IPR001611	Leucine-rich repeat
Manin16g004480.1	IPR000719	Protein kinase domain
Manin16g004480.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin16g004480.1	IPR001611	Leucine-rich repeat
Manin16g004480.1	IPR011009	Protein kinase-like domain superfamily
Manin16g004490.1	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
Manin16g004490.1	IPR029052	Metallo-dependent phosphatase-like
Manin16g004510.1	IPR001757	P-type ATPase
Manin16g004510.1	IPR006539	P-type ATPase, subfamily IV
Manin16g004510.1	IPR008250	P-type ATPase, A domain superfamily
Manin16g004510.1	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
Manin16g004510.1	IPR023298	P-type ATPase, transmembrane domain superfamily
Manin16g004510.1	IPR023299	P-type ATPase, cytoplasmic domain N
Manin16g004510.1	IPR032630	P-type ATPase, C-terminal
Manin16g004510.1	IPR032631	P-type ATPase, N-terminal
Manin16g004510.1	IPR036412	HAD-like superfamily
Manin16g004510.1	IPR036638	Helix-loop-helix DNA-binding domain superfamily
Manin16g004530.1	IPR009769	Protein ENHANCED DISEASE RESISTANCE 2, C-terminal
Manin16g004540.1	IPR001611	Leucine-rich repeat
Manin16g004540.1	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Manin16g004550.1	IPR002123	Phospholipid/glycerol acyltransferase
Manin16g004550.1	IPR036412	HAD-like superfamily
Manin16g004560.1	IPR001079	Galectin, carbohydrate recognition domain
Manin16g004560.1	IPR002659	Glycosyl transferase, family 31
Manin16g004560.1	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
Manin16g004570.1	IPR025287	Wall-associated receptor kinase, galacturonan-binding domain
Manin16g004570.1	IPR032872	Wall-associated receptor kinase, C-terminal
Manin16g004580.1	IPR002885	Pentatricopeptide repeat
Manin16g004590.1	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin16g004600.1	IPR000719	Protein kinase domain
Manin16g004600.1	IPR011009	Protein kinase-like domain superfamily
Manin16g004610.1	IPR007679	Domain of unknown function DUF569
Manin16g004610.1	IPR008999	Actin-crosslinking
Manin16g004620.1	IPR001623	DnaJ domain
Manin16g004620.1	IPR002939	Chaperone DnaJ, C-terminal
Manin16g004620.1	IPR008971	HSP40/DnaJ peptide-binding
Manin16g004620.1	IPR036869	Chaperone J-domain superfamily
Manin16g004630.1	IPR013766	Thioredoxin domain
Manin16g004630.1	IPR036249	Thioredoxin-like superfamily
Manin16g004650.1	IPR000109	Proton-dependent oligopeptide transporter family
Manin16g004650.1	IPR036259	MFS transporter superfamily
Manin16g004660.1	IPR000109	Proton-dependent oligopeptide transporter family
Manin16g004660.1	IPR036259	MFS transporter superfamily
Manin16g004670.1	IPR014756	Immunoglobulin E-set
Manin16g004670.1	IPR032640	AMP-activated protein kinase, glycogen-binding domain
Manin16g004680.1	IPR000408	Regulator of chromosome condensation, RCC1
Manin16g004680.1	IPR009091	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
Manin16g004690.1	IPR000504	RNA recognition motif domain
Manin16g004690.1	IPR035979	RNA-binding domain superfamily
Manin16g004700.1	IPR009577	Putative small multi-drug export
Manin16g004710.1	IPR002885	Pentatricopeptide repeat
Manin16g004710.1	IPR032867	DYW domain
Manin16g004720.1	IPR000109	Proton-dependent oligopeptide transporter family
Manin16g004720.1	IPR036259	MFS transporter superfamily
Manin16g004730.1	IPR003441	NAC domain
Manin16g004730.1	IPR036093	NAC domain superfamily
Manin16g004750.1	IPR000719	Protein kinase domain
Manin16g004750.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin16g004750.1	IPR011009	Protein kinase-like domain superfamily
Manin16g004750.2	IPR000719	Protein kinase domain
Manin16g004750.2	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin16g004750.2	IPR011009	Protein kinase-like domain superfamily
Manin16g004760.1	IPR009770	Domain of unknown function DUF1338
Manin16g004770.1	IPR001107	Band 7 domain
Manin16g004770.1	IPR036013	Band 7/SPFH domain superfamily
Manin16g004770.2	IPR001107	Band 7 domain
Manin16g004770.2	IPR036013	Band 7/SPFH domain superfamily
Manin16g004770.3	IPR001107	Band 7 domain
Manin16g004770.3	IPR036013	Band 7/SPFH domain superfamily
Manin16g004780.1	IPR027246	Eukaryotic porin/Tom40
Manin16g004790.1	IPR000719	Protein kinase domain
Manin16g004790.1	IPR000858	S-locus glycoprotein domain
Manin16g004790.1	IPR001480	Bulb-type lectin domain
Manin16g004790.1	IPR003609	PAN/Apple domain
Manin16g004790.1	IPR011009	Protein kinase-like domain superfamily
Manin16g004790.1	IPR036426	Bulb-type lectin domain superfamily
Manin16g004800.1	IPR000719	Protein kinase domain
Manin16g004800.1	IPR001480	Bulb-type lectin domain
Manin16g004800.1	IPR003609	PAN/Apple domain
Manin16g004800.1	IPR011009	Protein kinase-like domain superfamily
Manin16g004800.1	IPR036426	Bulb-type lectin domain superfamily
Manin16g004810.1	IPR000719	Protein kinase domain
Manin16g004810.1	IPR001480	Bulb-type lectin domain
Manin16g004810.1	IPR011009	Protein kinase-like domain superfamily
Manin16g004810.1	IPR036426	Bulb-type lectin domain superfamily
Manin16g004820.1	IPR029346	Ubiquitin carboxyl-terminal hydrolase, C-terminal
Manin16g004830.1	IPR007365	Transferrin receptor-like, dimerisation domain
Manin16g004830.1	IPR007484	Peptidase M28
Manin16g004830.1	IPR036757	Transferrin receptor-like, dimerisation domain superfamily
Manin16g004840.1	IPR013057	Amino acid transporter, transmembrane domain
Manin16g004850.1	IPR000719	Protein kinase domain
Manin16g004850.1	IPR001660	Sterile alpha motif domain
Manin16g004850.1	IPR002048	EF-hand domain
Manin16g004850.1	IPR008889	VQ
Manin16g004850.1	IPR011009	Protein kinase-like domain superfamily
Manin16g004850.1	IPR011992	EF-hand domain pair
Manin16g004850.1	IPR013761	Sterile alpha motif/pointed domain superfamily
Manin16g004870.1	IPR003347	JmjC domain
Manin16g004870.1	IPR036047	F-box-like domain superfamily
Manin16g004870.1	IPR041667	Cupin-like domain 8
Manin16g004880.1	IPR007656	GTD-binding domain
Manin16g004890.1	IPR001680	WD40 repeat
Manin16g004890.1	IPR002220	DapA-like
Manin16g004890.1	IPR005263	4-hydroxy-tetrahydrodipicolinate synthase, DapA
Manin16g004890.1	IPR024977	Anaphase-promoting complex subunit 4, WD40 domain
Manin16g004890.1	IPR036322	WD40-repeat-containing domain superfamily
Manin16g004900.1	IPR000863	Sulfotransferase domain
Manin16g004900.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin16g004910.1	IPR003439	ABC transporter-like, ATP-binding domain
Manin16g004910.1	IPR013525	ABC-2 type transporter
Manin16g004910.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin16g004920.1	IPR006379	HAD-superfamily hydrolase, subfamily IIB
Manin16g004920.1	IPR006380	Sucrose-phosphatase-like, N-terminal
Manin16g004920.1	IPR012847	Sucrose phosphatase, plant/cyanobacteria
Manin16g004920.1	IPR013679	Sucrose-phosphatase, C-terminal
Manin16g004920.1	IPR032710	NTF2-like domain superfamily
Manin16g004920.1	IPR036412	HAD-like superfamily
Manin16g004940.1	IPR000782	FAS1 domain
Manin16g004940.1	IPR036378	FAS1 domain superfamily
Manin16g004950.1	IPR027329	TPX2, C-terminal
Manin16g004950.2	IPR027329	TPX2, C-terminal
Manin16g004960.1	IPR000719	Protein kinase domain
Manin16g004960.1	IPR002048	EF-hand domain
Manin16g004960.1	IPR011009	Protein kinase-like domain superfamily
Manin16g004960.1	IPR011992	EF-hand domain pair
Manin16g004980.1	IPR001063	Ribosomal protein L22/L17
Manin16g004980.1	IPR005727	Ribosomal protein L22, bacterial/chloroplast-type
Manin16g004980.1	IPR036394	Ribosomal protein L22/L17 superfamily
Manin16g004990.1	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
Manin16g004990.1	IPR028889	Ubiquitin specific protease domain
Manin16g004990.1	IPR038765	Papain-like cysteine peptidase superfamily
Manin16g005000.1	IPR005123	Oxoglutarate/iron-dependent dioxygenase
Manin16g005000.1	IPR026992	Non-haem dioxygenase N-terminal domain
Manin16g005000.1	IPR044861	Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain
Manin16g005010.1	IPR019448	NT-type C2 domain
Manin16g005010.2	IPR019448	NT-type C2 domain
Manin16g005010.3	IPR019448	NT-type C2 domain
Manin16g005010.4	IPR019448	NT-type C2 domain
Manin16g005020.1	IPR002109	Glutaredoxin
Manin16g005020.1	IPR036249	Thioredoxin-like superfamily
Manin16g005030.1	IPR003172	MD-2-related lipid-recognition domain
Manin16g005030.1	IPR014756	Immunoglobulin E-set
Manin16g005060.1	IPR001289	Nuclear transcription factor Y subunit A
Manin16g005060.2	IPR001289	Nuclear transcription factor Y subunit A
Manin16g005070.1	IPR000504	RNA recognition motif domain
Manin16g005070.1	IPR035979	RNA-binding domain superfamily
Manin16g005080.1	IPR000727	Target SNARE coiled-coil homology domain
Manin16g005080.1	IPR006011	Syntaxin, N-terminal domain
Manin16g005080.1	IPR010989	SNARE
Manin16g005090.1	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin16g005090.1	IPR024420	TRAPP III complex, Trs85
Manin16g005090.2	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin16g005090.2	IPR024420	TRAPP III complex, Trs85
Manin16g005100.1	IPR001650	Helicase, C-terminal
Manin16g005100.1	IPR007502	Helicase-associated domain
Manin16g005100.1	IPR011545	DEAD/DEAH box helicase domain
Manin16g005100.1	IPR011709	Domain of unknown function DUF1605
Manin16g005100.1	IPR014001	Helicase superfamily 1/2, ATP-binding domain
Manin16g005100.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin16g005110.1	IPR000719	Protein kinase domain
Manin16g005110.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin16g005110.1	IPR011009	Protein kinase-like domain superfamily
Manin16g005110.1	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Manin16g005120.1	IPR021627	Mediator complex, subunit Med27
Manin16g005130.1	IPR022309	Ribosomal protein S8e/ribosomal biogenesis NSA2
Manin16g005140.1	IPR007053	LRAT domain
Manin16g005150.1	IPR001296	Glycosyl transferase, family 1
Manin16g005150.2	IPR001296	Glycosyl transferase, family 1
Manin16g005160.1	IPR020966	Aluminum-activated malate transporter
Manin16g005170.1	IPR001356	Homeobox domain
Manin16g005170.1	IPR006563	POX domain
Manin16g005170.1	IPR008422	Homeobox KN domain
Manin16g005170.1	IPR009057	Homeobox-like domain superfamily
Manin16g005170.2	IPR001356	Homeobox domain
Manin16g005170.2	IPR006563	POX domain
Manin16g005170.2	IPR008422	Homeobox KN domain
Manin16g005170.2	IPR009057	Homeobox-like domain superfamily
Manin16g005170.3	IPR001356	Homeobox domain
Manin16g005170.3	IPR006563	POX domain
Manin16g005170.3	IPR008422	Homeobox KN domain
Manin16g005170.3	IPR009057	Homeobox-like domain superfamily
Manin16g005170.4	IPR001356	Homeobox domain
Manin16g005170.4	IPR006563	POX domain
Manin16g005170.4	IPR008422	Homeobox KN domain
Manin16g005170.4	IPR009057	Homeobox-like domain superfamily
Manin16g005180.1	IPR011333	SKP1/BTB/POZ domain superfamily
Manin16g005190.1	IPR031801	Virilizer, N-terminal
Manin16g005200.1	IPR000086	NUDIX hydrolase domain
Manin16g005200.1	IPR015797	NUDIX hydrolase-like domain superfamily
Manin16g005220.1	IPR004140	Exocyst complex component Exo70
Manin16g005220.1	IPR016159	Cullin repeat-like-containing domain superfamily
Manin16g005240.1	IPR004176	Clp,  repeat (R) domain
Manin16g005240.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin16g005240.1	IPR036628	Clp, N-terminal domain superfamily
Manin16g005250.1	IPR019155	CLEC16A/TT9, N-terminal
Manin16g005260.1	IPR004158	Protein of unknown function DUF247, plant
Manin16g005270.1	IPR004158	Protein of unknown function DUF247, plant
Manin16g005280.1	IPR004158	Protein of unknown function DUF247, plant
Manin16g005290.1	IPR000866	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant
Manin16g005290.1	IPR013766	Thioredoxin domain
Manin16g005290.1	IPR019479	Peroxiredoxin, C-terminal
Manin16g005290.1	IPR036249	Thioredoxin-like superfamily
Manin16g005300.1	IPR004345	TB2/DP1/HVA22-related protein
Manin16g005310.1	IPR000608	Ubiquitin-conjugating enzyme E2
Manin16g005310.1	IPR016135	Ubiquitin-conjugating enzyme/RWD-like
Manin16g005330.1	IPR036291	NAD(P)-binding domain superfamily
Manin16g005340.1	IPR002933	Peptidase M20
Manin16g005340.1	IPR011650	Peptidase M20, dimerisation domain
Manin16g005340.1	IPR017439	Amidohydrolase
Manin16g005340.1	IPR036264	Bacterial exopeptidase dimerisation domain
Manin16g005350.1	IPR003340	B3 DNA binding domain
Manin16g005350.1	IPR015300	DNA-binding pseudobarrel domain superfamily
Manin16g005360.1	IPR011685	LETM1-like
Manin16g005360.2	IPR011685	LETM1-like
Manin16g005360.3	IPR011685	LETM1-like
Manin16g005360.4	IPR011685	LETM1-like
Manin16g005380.1	IPR010334	mRNA-decapping enzyme subunit 1
